STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,Water_Quality
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22,5.5,7.3,179,1.2,0.516,221,75,2011,Good
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,7.4,220,1.6,0.516,221,140,2011,Poor
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27,4.9,7,180,1.2,0.516,221,10,2011,Poor
2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30,5.8,7.8,367,6.2,0.516,221,95,2011,Good
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23,5.8,7.4,249,1,0.516,221,37,2011,Good
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23,6.2,6.9,182,2.1,0.516,221,8,2011,Good
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,7.7,356,1.2,0.516,221,202,2011,Good
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23,5.1,6.9,190,2.3,0.516,221,33,2011,Good
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164,2.8,0.516,221,20,2011,Good
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.6,7,188,2.8,0.516,221,18,2011,Poor
2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,6.6,165,1.9,0.516,221,23,2011,Good
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23,4.0125,6.8,484,7.2,0.516,221,1075,2011,Poor
1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23,4.0125,7.1,424,7.2,0.516,221,682,2011,Poor
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,6.9,118,2.8,0.516,221,10,2011,Good
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23,6,7,100,4.2,0.516,221,10,2011,Good
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,6.9,93,3.6,0.516,221,25,2011,Poor
2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20.05,4.8,7,167.1,2.8,0.516,221,468,2011,Poor
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,7.2,211,1.1,0.516,221,78,2011,Good
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26,6,7.5,231,1.1,0.516,221,10,2011,Good
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,20.05,5.6,7.1,319,4.4,0.516,221,15,2011,Good
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,6.9,261,2.3,0.516,221,53,2011,Good
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,20.05,9.1125,7.1,163,1,0.516,221,35,2011,Good
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21,6.1,7.6,163,4.5,0.516,221,25,2011,Good
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,6.9,170,2.5,0.516,221,10,2011,Good
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.0125,7,192,3,0.516,221,23,2011,Poor
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,7.2,139,1.9,0.56,263,359,2011,Good
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,5.7,489,6.1,0.52,32,47,2011,Good
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7,162,2.2,0.69,1511.625,2633,2011,Good
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,7.1,136,1.9,0.52,303,409,2011,Good
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7.1,205,7,0.84,303,461,2011,Good
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,7.1,267,1,0.11,2,12,2011,Good
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,7,278,1.1,0.11,3,18,2011,Good
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268,1.1,0.11,6,37,2011,Good
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,7.1,286,1.3,0.11,8,29,2011,Good
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,0.516,209,340,2011,Good
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,2011,Good
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,2011,Good
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,7.5,1303.375,7.2,2.58,5,5,2010,Good
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.9,4.0125,7.5,1303.375,7.2,2.58,221,468,2010,Poor
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN & DIU,29.8,4.7,7.6,1303.375,7.2,2.58,221,468,2010,Poor
2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.2,5.8,7.8,378,1.8965,2.58,221,468,2010,Good
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN & DIU,29.7,6.6,7.7,489,1.8965,2.58,350,350,2010,Good
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.1,6.6,7.4,492,1.8965,2.58,221,468,2010,Good
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN & DIU,30.3,6.2,7.8,359,1.8965,2.58,4,468,2010,Good
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN & DIU,29.8,5.8,7.7,1303.375,1.8965,2.58,4,4,2010,Good
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,8.1,533,3.7,0.45,1511.625,4068.625,2010,Good
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.1,8,555,2,0.35,1511.625,4068.625,2010,Good
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27,6.8,8.2,1303.375,3.1,0.62,1511.625,4068.625,2010,Good
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938,7.2,0.4,22,108,2010,Good
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,1303.375,2.7,0.26,1511.625,4068.625,2010,Good
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32,6.7,7.2,1303.375,7.2,0.2,80,330,2010,Good
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,4.0125,7.7,885,6.3,0.51,1511.625,4068.625,2010,Poor
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,KERALA,29.3,6.6,6.5,58,1.8,0.87,0,53,2010,Good
1475,ZUARI AT PANCHAWADI,KERALA,28.8,6.6,6.6,145,1.5,0.65,4,98,2010,Good
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,KERALA,29,6.3,6.6,55,1.8,0.36,8,140,2010,Good
1476,"MANDOVI AT TONCA, MARCELA",KERALA,28.8,6.4,6.4,188,2,0.44,15,153,2010,Good
1543,KALNA AT CHANDELNAN PERNEM,KERALA,27.3,6.9,6.2,61,1.7,1.07,7,117,2010,Good
1548,ASSONORA AT ASSONORA,KERALA,28.3,7.2,6.1,62,2.6,0.92,8,123,2010,Good
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",KERALA,29,6.9,6.6,154,1.9,0.83,17,173,2010,Good
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",KERALA,27.6,7,6.3,742,1.6,0.42,8,139,2010,Good
1546,KHANDEPAR AT OPA NAN PONDA,KERALA,28.8,7.6,6.2,62,1.1,0.38,12,160,2010,Good
2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",KERALA,28.3,7.1,6.2,69,1.4,0.56,7,141,2010,Good
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",KERALA,27.8,6.8,6,93,1.9,0.75,9,136,2010,Good
1545,MADAI AT DABOS NAN  VALPOI,KERALA,28.5,7.1,6.2,89,1.4,0.68,6,119,2010,Good
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,KERALA,28.1,6.3,6.2,110,1.5,0.59,8,157,2010,Good
2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",KERALA,29,6.2,7,77,1.8,0.46,11,173,2010,Good
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",KERALA,29.5,6.2,6.8,67,1.7,0.61,8,145,2010,Good
1547,TALPONA AT CANACONA,KERALA,30.2,6.9,6.5,62,1.4,0.6,10,107,2010,Good
1544,VALVANT AT SANKLINANBICHOLIM,KERALA,28.3,6.7,6.2,62,0.9,0.57,8,187,2010,Good
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",KERALA,28.7,6.8,7.9,119,3.5,0.58,286,517,2010,Good
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),KERALA,26,7,7.7,88,3.2,0.13,8,17,2010,Good
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",KERALA,27,6.9,7.3,70,3.4,0.19,221,468,2010,Good
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",KERALA,27,7.4,7.2,77,3,0.23,221,468,2010,Good
1092,KALU AT ATALE VILLAGE,KERALA,24,7,7.4,1303.375,4,2.16,95,350,2010,Good
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",KERALA,32.1,5.5,8.1,363,7.2,2.15,16,69,2010,Good
1152,KUNDALIKA AT ROHA CITY,KERALA,30.3,6.9,7.5,86,3.6,0.4,316,582,2010,Good
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),KERALA,30.1,6.4,7.4,621,7.2,1.79,413,728,2010,Good
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",KERALA,28.8,5.2,7.9,1303.375,7.2,1.1,126,253,2010,Good
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",KERALA,28.7,6.9,7.4,73,3.5,0.27,482,659,2010,Good
2168,MITHI RIVER,KERALA,29,4.0125,7.4,1303.375,7.2,2.58,1511.625,1767,2010,Poor
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",KERALA,28.5,7.4,8.1,254,2.2,0.15,3,75,2010,Good
1151,PATALGANGA AT SHILPHATA,KERALA,27.7,6.7,7.4,125,3.7,0.4,514,820,2010,Good
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,KERALA,28.6,6.6,7.5,129,3.9,0.4,129,381,2010,Good
2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",KERALA,27.1,6.1,7.3,515,5.1,2.02,82,212,2010,Good
2686,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",KERALA,27.1,6.6,7.4,122,3.6,0.46,172,361,2010,Good
2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",KERALA,27,6.5,7.3,131,3.8,0.79,108,261,2010,Good
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",KERALA,26.8,6.7,7.3,130,3.4,0.57,133,318,2010,Good
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",KERALA,26.8,6.6,7.4,95,3.7,0.53,147,217,2010,Good
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",KERALA,26.4,6.8,7.7,143,3.6,0.43,38,109,2010,Good
2199,SAVITRI AT OVALE VILLAGE.,KERALA,22.1,6.3,7.5,1303.375,2.9,1.93,5,101,2010,Good
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",KERALA,22.3,7.1,7.4,185,2.2,0.63,4,80,2010,Good
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",KERALA,22,6.7,7.5,1303.375,2.5,1.47,4,113,2010,Good
2703,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",KERALA,22,6.6,7.5,185,2.4,0.3,6,113,2010,Good
2704,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",KERALA,22,6.7,7.8,1303.375,2.4,1.02,3,90,2010,Good
2706,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",KERALA,28.2,7.1,7.7,193,3.1,0.53,41,92,2010,Good
2707,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",KERALA,28.2,7.1,7.9,175,3.1,0.47,31,86,2010,Good
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",KERALA,28.3,7.1,7.8,174,3.3,0.44,33,83,2010,Good
2709,"TANSA NEAR ROAD BDG, VILL DAKEWALI, WADA, THANE",KERALA,27,7.2,7.5,308,4,0.15,221,468,2010,Good
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,KERALA,26.3,6.4,7.7,153,3.6,0.77,504,592,2010,Good
1094,ULHAS AT U/S OF BADLAPUR,KERALA,26.1,7,7.7,111,3.4,0.42,179,359,2010,Good
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,KERALA,26,6.6,7.6,209,3.4,0.68,97,243,2010,Good
2712,"VAITARNA NR RD BDG, GANDHARE VILL., WADA, THANE",KERALA,27,7.5,8.2,296,3.5,0.14,221,468,2010,Good
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,KERALA,27.6,6.9,7.5,119,2.2,0.42,2,71,2010,Good
2713,"VASHISHTI AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",KERALA,27.6,6.8,7.7,116,2.3,1.33,3,74,2010,Good
2714,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",KERALA,27.3,7,7.7,118,2.1,0.5,3,64,2010,Good
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,27.4,5.2,6.6,453,1.5,0.38,644,4068.625,2010,Good
18,PERIYAR AT KALADY,KERALA,27.3,7.2,6.8,35,1.1,0.24,513,3483,2010,Good
20,CHALIYAR AT KOOLIMADU,KERALA,26,7,7.1,62,0.5,0.44,385,617,2010,Good
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.2,7,7.1,1303.375,0.6,0.34,240,455,2010,Good
42,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",KERALA,27.5,7.2,7,51,0.6,0.26,285,522,2010,Good
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,28.1,6.7,6.9,62,1.2,0.46,385,2193,2010,Good
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,28.2,6.5,6.5,118,1.1,0.52,610,3080,2010,Good
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,27.6,4.0125,7,1303.375,7.2,1.49,1511.625,4068.625,2010,Poor
1156,PAMBA AT CHENGANNUR,KERALA,28,6.6,6.8,49,0.9,0.56,448,913,2010,Good
1207,KABBANI AT MUTHANKARA,KERALA,24.3,6.8,7.3,67,0.6,0.4,598,935,2010,Good
1208,BHAVANI AT ELACHIVAZHY,KERALA,25.8,7.3,7.4,104,0.6,0.44,245,430,2010,Good
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,27.8,6.5,6.7,39,1.2,0.26,562,4068.625,2010,Good
1339,MEENACHIL AT KIDANGOOR,KERALA,26.3,7.2,6.5,45,0.9,0.46,1225,1825,2010,Good
1340,MANIMALA  AT KALLOOPARA,KERALA,28.5,7.4,6.9,65,0.9,0.56,575,1455,2010,Good
1341,PAMBA AT THAKAZHY,KERALA,29.3,6.5,6.5,60,1,1.62,420,900,2010,Good
1342,ACHENKOIL AT THUMPAMON,KERALA,27.6,6.6,6.9,57,0.9,0.37,319,650,2010,Good
1384,MANIMALA AT THONDRA,KERALA,28.1,7.1,7,84,1,0.66,985,1485,2010,Good
1442,VAMANAPURAM,KERALA,27.8,7.5,6.8,56,1.3,0.6,178,540,2010,Good
1443,ACHENKOIL AT CHENNITHULA,KERALA,28.1,5.4,6.7,100,0.9,0.42,463,810,2010,Good
1563,AMARAVILA,KERALA,26.6,7,6.9,66,0.7,0.45,465,900,2010,Good
1564,AYUR,KERALA,27.8,7.1,6.9,75,0.6,0.73,300,583,2010,Good
1565,PAMBA DOWN,KERALA,29.3,6.5,6.7,70,0.9,1.25,370,800,2010,Good
1566,THIRURANGADY,KERALA,28,6.7,6.6,102,0.8,0.12,295,900,2010,Good
1567,KUTTIYADY ESTATE,KERALA,23.8,7.1,6.8,27,0.6,0.22,86,198,2010,Good
1568,VALAYAM,KERALA,26.3,6.9,7.1,46,0.5,0.33,225,373,2010,Good
1569,THALIPARAMBA,KERALA,27.9,6.7,6.8,1303.375,1,0.53,108,250,2010,Good
1570,HOSDURG,KERALA,28.4,6.2,7,1303.375,1.4,0.27,670,1600,2010,Good
1571,"KAKKADAVU,  KERALA",KERALA,27.1,7.5,7.3,53,0.8,0.31,1253,2225,2010,Good
1572,PADIYATHADKA,KERALA,28.5,7.6,7.3,62,1,0.63,1175,2180,2010,Good
1573,IRUMPANAM,KERALA,28.1,4.0125,6.4,625,2.3,1.29,1125,4068.625,2010,Poor
2284,R NEYYAR AT ARUVIPURAM,KERALA,26.4,7.4,6.7,55,0.7,0.51,281,1088,2010,Good
2285,R MAMOM AT MAMOM BRIDGE,KERALA,27.1,7,6.8,103,0.7,0.43,225,640,2010,Good
2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.9,5.3,6.9,109,1.3,0.66,305,685,2010,Good
2287,R ITHIKKARA AT ITHIKKARA,KERALA,28.6,6.3,7,1303.375,0.7,0.85,230,535,2010,Good
2288,PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.7,7,71,0.5,0.29,208,433,2010,Good
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28.4,6,6.4,57,1.4,0.61,193,303,2010,Good
2290,PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29,4.2,6.6,93,1.7,0.56,253,385,2010,Poor
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.8,5.1,6.7,88,1.9,0.63,405,713,2010,Good
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,27.8,5.3,6.4,1303.375,1.1,0.11,345,788,2010,Good
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.5,6.9,7,84,0.9,0.08,300,803,2010,Good
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26,4.0125,7.4,1303.375,1.6,0.47,1050,2300,2010,Poor
2295,CORAPUZHA AT KANAYANKODE,KERALA,26.5,5.3,7.2,1303.375,0.9,0.26,1511.625,2650,2010,Good
2296,R THALLASSERY AT PATHIPPALAM,KERALA,28.4,6.5,5.8,67,0.4,0.54,123,520,2010,Good
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,28.1,6.9,6.1,86,0.6,0.49,73,183,2010,Good
2298,R KUPPAM AT RAYAROM,KERALA,26.8,7,6.6,59,0.8,0.42,123,418,2010,Good
2299,RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.6,5.6,6.4,1303.375,1,0.4,165,278,2010,Good
2300,PERUVAMBA AT CHANDAPPURA,KERALA,28.1,6.8,6,55,0.5,0.25,590,910,2010,Good
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,29,6,5.9,105,1,0.63,73,195,2010,Good
2302,NEELASWARAM AT NAMBIARKAL DAM,KERALA,28.8,6.3,7,1303.375,1.4,0.22,963,1400,2010,Good
1448,NAGAVALLI AT THOTAPALLI REGULATOR,KERALA,28,6.5,7.6,312,1.1,2.41,3,354,2010,Good
2352,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",KERALA,27.4,6.4,7.7,203,1.1,2.58,3,357,2010,Good
1444,KALI AT D/S WEST COAST PAPER MILL,KERALA,28.8,7.3,7.3,308,4.2,2.43,116,185,2010,Good
1456,"RUSHIKULYA AT GANJAM D/S, ",KERALA,30.8,6.8,7.8,1303.375,1.9,0.67,145,460,2010,Good
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",KERALA,28,7.5,8.1,228,2.1,0.4,1511.625,4068.625,2010,Good
1643,"NAGAVALLI AT RAYAGADA D/S, ",KERALA,27.3,7.7,8.1,243,1.6,0.71,1511.625,4068.625,2010,Good
2422,"PENTA U/S, JAYKAYPUR TOWN",KERALA,29,7.6,7.9,191,1.4,0.13,1188,1985,2010,Good
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",KERALA,24.5,7.5,7.9,237,1.8,0.45,1225,2425,2010,Good
2424,BUDHABALANGA AT BALASORE D/S,KERALA,24.8,7.4,7.7,865,1.9,0.3,1300,2675,2010,Good
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",KERALA,25.3,6.7,6.9,132,1.2,0.32,953,1823,2010,Good
2426,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),KERALA,26.8,7.1,7.9,211,1.4,0.48,1065,2098,2010,Good
2427,GUNUPUR (INTERSTATE BOUNDRY),KERALA,29,6.7,7.9,182,1.1,0.24,735,1510,2010,Good
2442,GAUTAMINANGODAVARI RIVER,KERALA,29,7.4,8.8,434,2,0.05,221,468,2010,Good
2443,GAUTAMINANGODAVARI RIVER,KERALA,28,6.4,8.3,565,2,0.05,221,468,2010,Good
2444,CORINGA RIVER,KERALA,28,6.9,8.8,238,4,0.05,221,468,2010,Good
2445,MAHE RIVER,KERALA,28,6.3,6.6,425,1.8965,0.516,221,468,2010,Good
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,KERALA,24.8,7.4,7,75,1.6,0.05,78,118,2010,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",KERALA,27.2,7.2,6.8,70,1.8,0.09,78,148,2010,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",KERALA,27.3,6.6,7,119,2.5,0.33,233,374,2010,Good
1162,TAMBIRAPARANI AT MURAPPANADU,KERALA,28.4,6.9,7,236,1.9,0.25,83,157,2010,Good
1328,TAMBIRAPARANI AT PAPPANKULAM,KERALA,26.8,7,6.9,73,1.7,0.4,87,144,2010,Good
1329,TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,KERALA,25.2,7.2,6.9,75,1.5,0.2,83,128,2010,Good
1330,TAMBIRAPARANI AT ARUMUGANERI,KERALA,28.4,6.9,7.2,385,2.3,0.13,108,196,2010,Good
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,KERALA,28.2,6.4,7.6,860,3.3,0.4,253,379,2010,Good
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",KERALA,24,7.6,6.6,166,2,1.8,90,140,2010,Good
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",KERALA,29,6.9,7.2,308,1.9,0.49,60,170,2010,Good
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",KERALA,25,6.8,6.7,247,2.1,1.84,280,500,2010,Good
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",KERALA,25,6.6,6.9,359,2.3,0.59,110,280,2010,Good
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",KERALA,20.05,6.5,7.6,450,7.2,2.58,221,468,2010,Good
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",KERALA,23.5,6.1,7.8,825,7.2,2.58,221,468,2010,Good
1885,GHAGGAR AT D/S OF SURAJPUR,KERALA,27,6.5,8.4,240,2.7,0.62,221,468,2010,Good
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),KERALA,20.05,6.9,7.8,480,7.2,2.58,221,468,2010,Good
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",KERALA,20.3,5.6,6.7,807,7.2,2,1511.625,4068.625,2010,Good
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",KERALA,20.05,4.9,6.8,1097,7.2,2.58,1511.625,4068.625,2010,Poor
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",KERALA,20.05,4.9,6.6,834,7.2,2.58,1511.625,4068.625,2010,Poor
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",KERALA,20.05,5.2,6.7,1027,7.2,2.58,1511.625,4068.625,2010,Good
1718,"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",KERALA,32.7,4.0125,7.9,897,1.3,0.97,5,12,2010,Poor
1719,"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",KERALA,33.25,4.9,8,510,1.2,0.35,4,8,2010,Poor
1703,"GHAGGER AT MOONAK, PUNJAB",KERALA,20.05,5,6.9,1172,7.2,2.58,1511.625,4068.625,2010,Good
1884,KALA AMB D/S MARKANDA RIVER,KERALA,27,4.8,7.8,599,7.2,2.58,1511.625,4068.625,2010,Poor
1698,"D/S CHHATBIR, PUNJAB",KERALA,20.5,4.7,6.7,906,7.2,2.58,1511.625,4068.625,2010,Poor
1699,"U/S DHAKANSU NALLAH, PUNJAB",KERALA,20.5,5.4,6.8,883,7.2,2.58,1511.625,4068.625,2010,Good
1700,"D/S DHAKANSU NALLAH, PUNJAB",KERALA,20.5,5.1,7.6,1069,7.2,2.58,1511.625,4068.625,2010,Good
1701,"D/S JHARMAL NADI, PUNJAB",KERALA,21,4.2,7.6,1168,7.2,2.58,1511.625,4068.625,2010,Poor
1702,"U/S JHARMAL NADI, PUNJAB",KERALA,20.3,4.8,6.6,905,7.2,2.58,1511.625,4068.625,2010,Poor
